LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,Street,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleCondition,LotShape,Neighborhood,SaleType,LotConfig,LandContour,SalePrice
70.0,9800,5,1972,1972,1,0.0,894,0,894,1,894,0,894,1,1,0,3,5,0,1975.0,2,552,256,0,0,0,0,0.0,7,2,1,6,1,2,1,149900
87.0,18386,7,1880,2002,1,0.0,0,1470,1470,1,1675,1818,3493,0,3,0,3,10,1,2003.0,3,870,302,0,0,0,0,0.0,5,1,1,18,1,1,1,295000
80.0,10386,8,2004,2005,1,246.0,1464,536,2000,1,2000,0,2000,1,2,0,3,8,0,2004.0,3,888,168,0,0,0,0,0.0,7,1,1,6,1,1,1,305900
116.0,13474,7,1990,1991,1,246.0,700,0,700,1,1122,1121,2243,1,2,1,4,8,1,1990.0,3,746,127,44,0,0,0,0.0,6,1,1,21,1,1,1,225000
70.04,7920,6,1920,1950,1,0.0,0,319,319,1,1035,371,1406,0,1,0,3,6,0,0.0,0,0,0,144,0,0,0,0.0,3,1,2,10,1,1,1,89500
70.04,12342,4,1940,1950,1,0.0,262,599,861,1,861,0,861,0,1,0,1,4,0,1961.0,2,539,158,0,0,0,0,0.0,3,1,2,8,1,1,1,82500
90.0,12378,9,2003,2004,1,0.0,1274,622,1896,1,1944,0,1944,1,2,0,3,8,3,2003.0,3,708,208,175,0,0,0,0.0,11,1,2,16,1,1,1,360000
70.04,7685,6,1993,1994,1,112.0,518,179,697,1,697,804,1501,0,2,1,3,6,1,1993.0,2,420,190,63,0,0,0,0.0,5,1,2,9,1,1,1,165600
50.0,8000,6,1948,2002,1,0.0,680,292,972,1,972,0,972,1,1,0,2,5,1,1948.0,1,240,0,0,0,0,0,0.0,5,1,1,13,1,1,1,132000
65.0,7800,5,1939,1950,1,0.0,507,286,793,1,793,325,1118,1,1,0,3,5,1,1939.0,2,410,0,0,0,271,0,0.0,5,1,1,18,1,1,1,119900
150.0,215245,7,1965,1965,1,0.0,1236,80,2136,1,2036,0,2036,2,2,0,3,8,2,1965.0,2,513,0,0,0,0,0,0.0,6,1,4,24,1,1,4,375000
60.0,9600,7,1925,1990,1,0.0,16,712,728,1,832,809,1641,0,1,1,3,6,1,1925.0,2,546,0,0,0,0,0,0.0,8,1,1,18,1,1,1,178000
71.0,7795,7,2004,2005,1,0.0,425,291,716,1,716,716,1432,1,2,1,3,6,1,2004.0,2,432,100,51,0,0,0,0.0,7,1,2,9,1,1,1,188500
94.0,13005,7,1980,1980,1,278.0,692,153,845,1,1153,1200,2353,1,2,1,4,10,1,1983.0,2,484,288,195,0,0,0,0.0,8,1,2,17,1,2,1,260000
75.0,9000,8,2006,2006,1,0.0,0,1088,1088,1,1088,871,1959,0,2,1,3,8,1,2006.0,3,1025,208,46,0,0,0,0.0,12,1,1,22,1,1,1,270000
90.0,9900,7,1993,1993,1,256.0,987,360,1347,1,1372,1274,2646,1,2,1,4,9,1,1993.0,3,656,340,60,0,0,0,0.0,4,1,1,14,1,1,4,260000
70.04,14115,7,1980,1980,1,225.0,1036,336,1372,1,1472,0,1472,1,2,0,3,6,2,1980.0,2,588,233,48,0,0,0,0.0,6,1,1,17,1,1,1,187500
111.0,16259,9,2006,2006,1,370.0,0,1249,1249,1,1249,1347,2596,0,3,1,4,9,0,2006.0,3,840,240,154,0,0,0,0.0,9,6,1,16,4,2,1,342643
99.0,12099,8,2004,2004,1,388.0,970,166,1136,1,1136,1332,2468,1,2,1,4,10,1,2004.0,3,872,184,154,0,0,0,0.0,6,1,2,16,1,1,1,354000
86.0,10380,7,1986,1987,1,172.0,28,0,1502,1,1553,1177,2730,1,2,1,4,8,1,1987.0,2,576,201,96,0,0,0,0.0,8,1,2,21,1,1,1,301000
49.0,5820,3,1955,2005,1,0.0,256,906,1162,1,1163,0,1163,1,1,0,3,6,0,1955.0,1,220,142,98,0,0,0,0.0,7,1,1,18,1,1,1,126175
96.0,11275,7,1967,2007,1,300.0,0,710,710,1,1898,1080,2978,0,2,1,5,11,1,1961.0,2,564,240,0,0,0,0,0.0,6,1,1,13,1,2,1,242000
50.0,5000,5,1941,1950,1,0.0,116,604,720,0,803,0,803,0,1,0,2,5,0,1941.0,2,360,0,0,0,0,0,0.0,12,1,1,10,1,1,1,87000
32.0,10846,8,1993,1993,1,0.0,1619,100,1719,1,1719,0,1719,2,1,1,1,6,2,1993.0,2,473,122,30,0,0,0,0.0,5,1,2,25,6,6,1,324000
80.0,11600,6,1960,1960,1,175.0,565,818,1383,1,1383,0,1383,0,1,1,3,7,0,1960.0,1,292,0,45,0,0,0,0.0,4,1,1,13,1,1,1,145250
70.04,11888,6,1916,1994,1,0.0,0,844,844,0,1445,689,2134,0,2,0,5,10,0,1930.0,2,441,0,60,0,0,0,0.0,7,1,2,4,1,1,2,214500
60.0,6402,5,1920,1950,1,0.0,0,596,596,0,596,596,1192,0,1,0,3,6,0,1920.0,1,189,0,0,0,0,0,0.0,7,1,1,10,1,2,1,78000
70.04,10624,5,1964,1964,1,84.0,40,1424,1728,1,1728,0,1728,0,2,0,6,10,0,2002.0,1,352,155,0,0,0,0,0.0,11,1,2,13,1,1,1,119000
70.0,8176,5,1958,1992,1,0.0,846,210,1056,1,1056,0,1056,1,1,0,3,6,0,1958.0,1,308,0,0,0,0,0,0.0,8,1,1,13,1,1,1,139000
85.0,10655,8,2003,2004,1,296.0,1124,1603,3206,1,1629,0,1629,1,2,0,3,7,1,2003.0,3,880,0,0,0,0,0,0.0,10,1,2,16,1,1,1,284000
59.0,8198,7,2004,2004,1,146.0,720,638,1358,1,1358,0,1358,1,2,0,2,6,1,2004.0,2,484,192,30,0,0,0,0.0,7,1,1,16,1,5,1,207000
59.0,9042,6,1998,1998,1,0.0,828,115,943,1,943,695,1638,1,2,1,3,7,2,1998.0,2,472,100,38,0,0,0,0.0,7,1,2,9,1,1,1,192000
70.04,164660,5,1965,1965,0,0.0,1249,103,1499,1,1619,167,1786,2,2,0,3,7,2,1965.0,2,529,670,0,0,0,0,0.0,8,1,2,24,1,2,3,228950
86.0,14157,9,2005,2006,1,200.0,1249,673,1922,1,1922,0,1922,1,2,0,3,8,1,2005.0,3,676,178,51,0,0,0,0.0,7,1,2,23,1,2,3,377426
70.0,9135,7,2002,2003,1,113.0,810,726,1536,1,1536,0,1536,1,2,0,3,7,0,2002.0,2,532,192,74,0,0,0,0.0,12,1,1,6,1,1,1,214000
91.0,14145,7,1984,1998,1,0.0,213,995,1208,1,1621,0,1621,1,2,0,3,8,0,1984.0,2,440,108,45,0,0,0,0.0,5,1,1,17,1,2,1,202500
66.0,12400,6,1958,1998,1,176.0,585,630,1215,1,1215,0,1215,0,1,0,3,6,0,1958.0,1,297,0,0,0,234,0,0.0,6,1,2,13,1,1,1,155000
85.0,14191,8,2002,2002,1,0.0,0,967,967,1,993,915,1908,0,2,1,4,9,0,2002.0,2,431,135,0,0,0,0,0.0,4,1,1,24,1,1,1,202900
60.0,8400,4,1950,1950,1,0.0,0,721,721,1,841,0,841,0,1,0,2,4,0,1950.0,1,294,250,0,0,0,0,0.0,9,1,1,21,1,1,1,82000
70.04,8544,3,1949,1950,1,340.0,0,0,0,0,1040,0,1040,0,2,0,2,6,0,1949.0,2,400,0,0,0,0,0,0.0,5,1,1,13,1,1,1,87500
63.0,8849,9,2005,2005,1,616.0,28,1656,1684,1,1684,0,1684,0,2,0,2,6,1,2005.0,2,564,495,72,0,0,0,0.0,7,1,2,16,1,1,1,266000
36.0,2592,5,1976,1976,1,0.0,129,175,536,1,536,576,1112,0,1,1,3,4,0,1976.0,1,336,182,0,0,0,0,0.0,4,1,1,11,1,1,1,85000
65.0,6435,6,1939,1950,1,0.0,0,972,972,1,972,605,1577,0,1,0,3,6,1,1939.0,1,312,0,0,0,0,0,0.0,10,1,1,4,1,1,1,140200
70.04,12772,6,1960,1998,1,0.0,498,460,958,1,958,0,958,0,1,0,2,5,0,1960.0,1,301,0,0,0,0,0,0.0,4,1,2,13,1,6,1,151500
70.04,17600,6,1960,1960,1,30.0,1270,208,1478,1,1478,0,1478,1,2,0,3,6,2,1960.0,2,498,0,40,0,0,0,0.0,12,1,2,13,1,1,1,157500
36.0,2448,7,2003,2004,1,106.0,573,191,764,1,764,862,1626,1,2,1,2,6,0,2003.0,2,474,0,27,0,0,0,0.0,10,1,1,16,1,1,1,154000
56.0,20431,9,2005,2006,1,870.0,1410,438,1848,1,1848,880,2728,1,2,1,4,10,2,2006.0,3,706,0,0,0,0,0,0.0,4,6,3,16,4,1,1,437154
68.0,7820,9,2007,2007,1,362.0,0,1869,1869,1,1869,0,1869,0,2,0,2,6,1,2007.0,2,617,210,54,0,0,0,0.0,12,6,2,16,4,1,1,318061
70.04,5271,7,1986,1986,1,0.0,1082,371,1453,1,1453,0,1453,1,1,1,2,6,1,1986.0,2,445,0,80,0,184,0,0.0,12,2,2,5,1,1,4,190000
60.0,9084,5,1941,1950,1,0.0,236,0,616,0,616,495,1111,0,1,0,3,5,0,1941.0,1,200,48,0,0,0,0,0.0,3,1,1,8,7,1,1,95000
60.0,8520,6,1928,2003,1,0.0,0,624,624,1,720,0,720,0,1,0,2,5,0,2005.0,2,484,106,0,0,0,0,0.0,5,1,1,18,1,1,1,105900
60.0,8400,6,1940,2000,1,0.0,388,552,940,1,1192,403,1595,0,1,0,2,6,2,1940.0,1,240,0,0,0,0,0,0.0,6,1,1,19,1,1,2,140000
105.0,11249,6,1995,1995,1,0.0,334,322,1200,1,1200,0,1200,1,2,0,3,6,0,1995.0,2,521,0,26,0,0,0,0.0,8,1,3,6,1,1,1,177500
70.04,9248,6,1992,1992,1,106.0,560,598,1158,1,1167,0,1167,1,2,0,3,6,0,1992.0,2,400,120,26,0,0,0,0.0,7,1,2,9,1,1,1,173000
44.0,4224,5,1976,1976,1,0.0,874,268,1142,1,1142,0,1142,1,1,1,3,6,1,1976.0,2,528,536,90,0,0,0,0.0,8,1,1,11,1,1,1,134000
92.0,6930,5,1958,1958,1,120.0,300,468,1062,1,1352,0,1352,0,1,0,3,6,0,1958.0,1,288,168,0,0,0,0,0.0,7,2,2,5,1,1,1,130000
78.0,12011,8,1998,1998,1,530.0,956,130,1086,1,1086,838,1924,1,2,1,3,7,1,1998.0,2,592,208,75,0,374,0,0.0,6,1,2,14,1,6,1,280000
70.04,7540,6,1978,1978,1,0.0,773,115,888,1,912,0,912,1,1,0,2,5,1,1978.0,2,470,0,0,0,192,0,0.0,6,1,2,12,1,6,1,156000
70.04,9144,5,1940,1982,1,0.0,399,484,883,1,988,517,1505,1,1,0,3,8,0,1940.0,1,240,0,0,0,0,0,0.0,7,1,1,4,1,1,1,145000
64.0,7301,7,2003,2003,1,500.0,0,0,0,1,495,1427,1922,0,3,0,4,7,1,2003.0,2,672,0,0,0,0,0,0.0,7,1,1,8,9,2,1,198500
21.0,1680,6,1972,2007,1,510.0,162,321,483,1,483,504,987,0,1,1,2,5,0,1972.0,1,264,250,0,0,0,0,0.0,5,1,1,3,1,1,1,118000
70.04,18800,6,1976,1976,1,120.0,712,84,796,1,790,784,1574,1,2,1,3,6,1,1976.0,2,566,306,111,0,0,0,0.0,7,1,2,17,1,4,1,190000
59.0,10690,5,1920,1997,1,0.0,456,216,672,1,672,672,1344,0,1,0,3,6,0,1964.0,1,468,0,128,0,0,0,0.0,7,1,1,10,1,1,1,147000
70.04,9500,6,1963,1963,1,247.0,609,785,1394,1,1394,0,1394,1,1,1,3,6,2,1963.0,2,514,0,76,0,185,0,0.0,7,1,2,13,1,1,1,159000
101.0,9150,6,1962,1962,1,305.0,371,728,1099,1,1431,0,1431,0,1,0,3,6,1,1962.0,1,296,64,110,0,0,0,0.0,12,1,2,13,1,2,1,165000
78.0,7800,5,1954,1954,1,200.0,540,728,1268,1,1268,0,1268,0,1,0,2,7,1,1954.0,1,244,0,98,0,0,0,0.0,3,1,1,13,1,1,1,132000
70.04,9830,5,1959,2006,1,0.0,72,733,1063,1,1287,0,1287,1,1,0,3,7,1,1997.0,2,576,364,17,0,182,0,0.0,3,1,2,13,1,2,1,162000
70.04,8121,6,2000,2000,1,0.0,0,953,953,1,953,711,1664,0,2,1,3,7,1,2000.0,2,460,100,40,0,0,0,0.0,1,1,2,9,1,1,1,172400
80.0,17120,4,1959,1959,1,0.0,0,0,0,1,1120,468,1588,0,2,0,4,7,1,1991.0,2,680,0,59,0,0,0,0.0,7,1,1,5,1,1,1,134432
50.0,7175,6,1984,1984,1,0.0,623,0,744,1,752,0,752,1,1,0,2,4,0,1984.0,1,264,353,0,0,90,0,0.0,2,1,1,21,1,1,1,125000
79.0,10634,5,1953,1953,1,0.0,428,0,608,1,1319,0,1319,1,1,0,3,5,0,1953.0,1,270,66,0,0,0,0,0.0,11,1,1,13,1,1,1,123000
65.0,8200,7,2003,2004,1,0.0,0,847,847,1,847,1081,1928,0,2,1,4,8,1,2003.0,2,434,100,48,0,0,0,0.0,7,1,1,6,1,1,1,219500
70.04,10020,1,1922,1950,1,0.0,350,333,683,0,904,0,904,1,0,1,1,4,0,0.0,0,0,0,0,0,0,0,0.0,3,1,2,8,1,1,4,61000
57.0,8846,5,1996,1996,1,0.0,298,572,870,1,914,0,914,0,1,0,2,5,0,1998.0,2,576,0,0,0,0,0,0.0,7,1,2,6,1,6,1,148000
102.0,11143,8,2004,2005,1,0.0,0,1580,1580,1,1580,886,2466,0,3,0,4,8,1,2004.0,2,610,159,214,0,0,0,0.0,12,1,2,22,1,2,1,340000
88.0,11394,9,2010,2010,1,350.0,1445,411,1856,1,1856,0,1856,1,1,1,1,8,1,2010.0,3,834,113,0,0,0,0,0.0,6,6,1,23,4,2,1,394432
60.0,8123,6,2000,2000,1,16.0,0,982,982,1,1007,793,1800,0,2,1,3,7,1,2000.0,2,463,100,63,0,0,0,0.0,6,1,2,9,1,1,1,179000
50.0,5000,5,1924,1950,1,0.0,218,808,1026,1,1026,665,1691,0,2,0,3,6,1,1924.0,1,308,0,0,0,0,0,0.0,5,1,1,19,1,1,1,127000
60.0,7200,7,2006,2006,1,0.0,0,1293,1293,1,1301,0,1301,1,2,0,2,5,1,2006.0,2,572,216,121,0,0,0,0.0,8,6,1,22,4,1,1,187750
79.0,9245,7,2006,2006,1,0.0,0,939,939,1,939,858,1797,0,2,1,3,8,0,2006.0,2,639,144,53,0,0,0,0.0,4,1,2,6,1,1,1,213500
60.0,9000,6,1928,1950,1,0.0,0,784,784,0,784,0,784,0,1,0,2,5,0,1950.0,2,360,0,0,0,0,0,0.0,10,1,1,21,1,2,1,76000
70.04,53107,6,1992,1992,1,0.0,985,595,1580,1,1079,874,1953,1,2,1,3,9,2,1992.0,2,501,216,231,0,0,0,0.0,6,1,3,5,1,2,4,240000
43.0,3182,8,2004,2005,1,16.0,24,1232,1256,1,1269,0,1269,0,2,0,2,6,1,2004.0,2,430,146,20,0,144,0,0.0,4,1,1,1,1,1,1,192000
58.0,8410,5,1910,1996,1,0.0,0,658,658,1,658,526,1184,0,1,0,5,8,0,0.0,0,0,0,151,0,0,0,0.0,5,3,1,8,1,4,1,81000
72.0,7200,6,1976,1976,1,255.0,631,410,1041,1,1125,0,1125,1,1,0,3,6,1,1977.0,1,352,296,0,0,0,0,0.0,10,2,1,8,1,1,1,125000
93.0,9382,7,1999,2000,1,125.0,0,1468,1468,1,1479,0,1479,0,2,0,3,6,0,1999.0,2,577,120,25,0,0,0,0.0,7,1,2,6,1,6,1,191000
96.0,12474,10,2007,2008,1,272.0,1280,402,1682,1,1742,590,2332,1,2,1,3,9,1,2008.0,3,846,196,134,0,0,0,0.0,8,6,1,16,4,1,1,426000
50.0,8405,5,1900,1950,1,0.0,241,229,861,1,961,406,1367,1,1,0,4,7,0,1978.0,1,384,0,130,0,0,0,0.0,4,1,1,8,1,1,1,119000
71.0,12209,6,2001,2002,1,0.0,690,114,804,1,804,1157,1961,1,2,1,3,7,1,2001.0,2,560,125,192,0,0,0,0.0,6,1,2,12,1,6,1,215000
70.04,8339,5,1959,1959,1,0.0,0,0,0,1,882,0,882,0,1,0,3,5,0,1959.0,1,294,0,0,0,0,0,0.0,7,1,2,13,1,1,1,106500
70.04,7446,4,1941,1950,1,0.0,266,522,788,1,788,0,788,0,1,0,2,4,2,0.0,0,0,0,0,0,0,0,0.0,4,2,1,4,1,2,1,100000
60.0,10134,5,1940,1950,1,0.0,0,735,735,1,735,299,1034,0,1,0,2,5,0,1940.0,1,240,0,39,0,0,0,0.0,7,1,1,18,1,1,1,109000
68.0,9571,5,1956,1956,1,0.0,739,405,1144,1,1144,0,1144,1,1,0,3,6,0,1956.0,1,596,44,0,0,0,0,0.0,6,1,1,8,1,1,1,129000
60.0,7200,5,1972,1972,1,0.0,777,117,894,1,894,0,894,0,1,0,2,6,0,1985.0,2,600,215,0,0,0,0,0.0,9,1,1,6,1,1,4,123000
69.0,7590,5,1962,1962,1,288.0,540,324,864,1,876,936,1812,0,2,0,4,8,1,1962.0,1,264,0,168,0,0,0,0.0,7,1,1,13,1,1,1,169500
60.0,8967,5,1920,1950,1,0.0,0,961,961,1,1077,0,1077,0,1,0,2,6,0,1920.0,1,338,0,0,0,0,0,0.0,11,2,1,10,1,2,1,67000
65.0,8125,7,2006,2007,1,100.0,812,280,1092,1,1112,438,1550,1,2,0,2,7,0,2007.0,2,438,0,168,0,0,0,0.0,10,1,1,22,1,1,1,241000
38.0,14963,8,1996,1996,1,0.0,786,474,1260,1,1288,0,1288,1,1,1,1,4,2,1996.0,2,500,120,30,0,224,0,0.0,12,1,3,25,1,1,1,245500
65.0,8767,7,2005,2005,1,0.0,24,1286,1310,1,1310,0,1310,0,2,0,3,6,1,2005.0,2,400,0,0,0,0,0,0.0,7,6,2,6,4,1,1,164990
60.0,10200,5,1940,1997,1,0.0,0,672,672,1,672,0,672,0,1,0,2,4,0,1940.0,1,240,168,0,0,0,0,0.0,8,1,1,20,1,1,1,108000
93.0,12090,8,1998,1998,1,650.0,0,1141,1141,1,1165,1098,2263,0,2,1,4,10,1,1998.0,2,420,144,123,0,0,0,0.0,7,2,1,14,1,2,1,258000
70.04,10364,6,1995,1996,1,0.0,0,806,806,1,806,766,1572,0,2,1,3,7,1,1995.0,2,373,0,40,0,0,0,0.0,5,1,2,9,1,1,1,168000
70.04,9991,4,1976,1993,1,0.0,1116,165,1281,1,1620,0,1620,1,2,0,3,8,1,1993.0,2,490,120,78,0,0,0,0.0,6,1,2,20,1,2,1,150000
51.0,10480,6,1936,1950,1,0.0,0,1064,1064,1,1166,0,1639,0,1,0,3,6,0,1936.0,1,240,0,0,0,0,0,0.0,3,1,1,19,1,1,1,115000
63.0,15576,6,1915,1976,1,0.0,0,840,840,1,840,840,1680,0,2,0,4,8,0,1960.0,1,308,0,0,0,0,0,0.0,3,1,1,7,1,1,1,177000
109.0,14154,7,2006,2006,1,350.0,0,1063,1063,1,1071,1101,2172,0,2,1,3,9,1,2006.0,3,947,192,62,0,0,0,0.0,8,6,1,16,4,2,1,280000
85.0,10800,8,2007,2008,1,100.0,789,245,1034,1,1050,1028,2078,1,2,1,3,8,1,2008.0,3,836,0,102,0,0,0,0.0,4,6,1,22,4,1,1,339750
68.0,9571,5,1958,1958,1,0.0,0,1276,1276,1,1276,0,1276,0,1,0,3,5,0,1958.0,1,350,0,0,0,0,0,0.0,6,2,1,8,5,1,1,60000
100.0,34650,5,1955,1955,1,0.0,1056,0,1056,0,1056,0,1056,1,1,0,3,5,0,1955.0,2,572,264,0,0,0,0,0.0,1,1,1,9,1,1,2,145000
70.04,4403,7,2009,2009,1,432.0,578,892,1470,1,1478,0,1478,1,2,1,2,7,1,2009.0,2,484,0,144,0,0,0,0.0,6,6,3,22,4,1,1,222000
56.0,8960,5,1927,1950,1,0.0,0,1008,1008,1,1028,0,1028,0,1,0,2,5,1,1927.0,2,360,0,0,0,0,0,0.0,3,1,1,18,1,1,1,115000
59.0,11228,7,1993,1993,1,0.0,50,499,1080,1,1080,1017,2097,0,2,1,3,9,1,1993.0,3,678,196,187,0,0,0,0.0,12,1,3,21,1,6,1,228000
73.0,8899,7,2007,2007,1,0.0,24,1316,1340,1,1340,0,1340,0,2,0,3,6,0,2007.0,2,396,100,30,0,0,0,0.0,8,6,2,9,4,1,1,181134
74.0,7844,6,1978,1978,1,203.0,209,463,672,1,672,728,1400,0,1,1,3,6,1,1978.0,2,440,0,0,0,0,0,0.0,3,1,1,20,1,1,1,149500
86.0,22420,6,1918,1950,1,0.0,1128,242,1370,0,1370,1254,2624,1,2,1,4,10,1,1918.0,3,864,0,0,0,0,0,0.0,11,1,2,7,1,1,1,239000
60.0,8160,5,1940,1950,1,0.0,312,444,756,0,756,378,1134,1,1,1,3,7,0,1940.0,1,240,0,0,0,0,0,0.0,4,3,1,8,1,1,1,126000
65.0,8450,5,1968,1968,1,0.0,775,281,1056,1,1056,0,1056,1,1,0,3,6,1,1968.0,1,304,0,85,0,0,0,0.0,7,1,1,13,1,1,1,142000
78.0,7060,7,1997,1998,1,200.0,1309,35,1344,1,1344,0,1344,2,2,0,2,8,0,1997.0,4,784,0,0,0,0,0,0.0,11,4,1,12,1,1,1,206300
70.04,16635,6,1977,2000,1,126.0,1246,356,1602,1,1602,0,1602,0,2,0,3,8,1,1977.0,2,529,240,0,0,0,0,0.0,6,1,2,17,1,4,1,215000
100.0,21750,5,1954,1954,1,0.0,0,988,988,1,988,0,988,0,1,0,2,4,0,1954.0,2,520,0,0,0,0,0,0.0,2,1,1,12,1,1,3,113000
80.0,9200,8,1998,1998,1,473.0,986,484,1470,1,1470,1160,2630,1,2,1,4,8,1,1998.0,3,696,0,66,0,0,0,0.0,6,1,1,14,1,1,1,315000
72.0,9000,6,1956,1956,1,74.0,616,580,1196,1,1196,0,1196,1,1,0,2,6,1,1956.0,1,297,0,44,0,0,0,0.0,5,1,1,13,1,1,1,139000
60.0,3378,7,1946,1992,1,0.0,0,651,651,1,707,682,1389,0,1,1,3,6,2,1947.0,1,240,0,0,0,0,0,0.0,9,1,1,18,1,1,3,135000
70.04,12800,7,1989,1989,1,145.0,1518,0,1518,1,1644,0,1644,1,2,0,2,5,1,1989.0,2,569,80,0,0,396,0,0.0,8,1,1,21,1,1,4,275000
77.0,8593,4,1957,1957,1,0.0,288,619,907,1,907,0,907,0,1,0,3,5,0,1964.0,1,352,0,0,0,0,0,0.0,7,1,2,13,1,1,1,109008
64.0,6762,7,2007,2007,1,108.0,664,544,1208,1,1208,0,1208,1,2,0,2,6,0,2007.0,2,628,105,54,0,0,0,0.0,9,6,1,6,4,1,1,195400
130.0,11457,6,1988,1988,1,0.0,1005,387,1392,1,1412,0,1412,1,2,0,3,6,1,1988.0,2,576,0,0,0,0,0,0.0,3,1,2,24,1,2,1,175000
21.0,1680,6,1971,1971,1,232.0,387,96,483,1,483,504,987,0,1,1,2,4,0,1971.0,1,264,0,0,0,0,0,0.0,7,2,1,3,5,1,1,85400
60.0,5586,6,1920,1998,1,0.0,0,901,901,1,1088,110,1198,0,1,0,4,7,0,0.0,0,0,0,98,0,0,0,0.0,9,2,2,18,9,1,2,79900
24.0,1920,5,1971,1971,1,376.0,471,294,765,1,765,600,1365,1,1,1,2,6,0,1971.0,2,440,240,36,0,0,0,0.0,8,1,1,3,1,1,1,122500
100.0,10839,6,1997,1998,1,0.0,0,926,926,1,926,678,1604,0,2,1,3,7,1,1997.0,2,470,0,36,0,0,0,0.0,7,1,2,9,1,2,1,181000
21.0,1890,4,1972,1972,1,0.0,495,135,630,1,630,0,630,1,1,0,1,3,0,0.0,0,0,88,0,0,0,0,0.0,6,1,1,11,1,1,1,81000
43.0,10667,7,1996,1996,1,0.0,385,70,799,1,827,834,1661,1,2,1,3,6,1,1996.0,2,550,158,61,0,0,0,0.0,4,1,3,6,7,6,1,212000
40.0,4400,6,1920,1950,1,0.0,0,648,648,1,734,384,1118,0,1,0,2,6,0,1990.0,2,440,0,0,0,0,0,0.0,10,1,1,18,1,1,1,116000
50.0,6000,6,1926,2004,1,0.0,0,884,884,1,904,0,904,0,1,0,2,4,0,1926.0,1,180,0,0,0,0,0,0.0,1,1,1,4,1,1,1,119000
40.0,4280,5,1913,2002,1,0.0,365,75,440,0,694,0,694,0,1,0,2,4,1,1990.0,1,352,0,0,0,0,0,0.0,3,1,1,7,1,1,1,90350
67.0,12354,6,1920,2000,1,0.0,0,684,684,1,684,512,1196,0,1,0,3,7,0,2005.0,2,528,0,46,0,0,0,0.0,8,1,1,8,8,2,1,110000
105.0,15431,10,2008,2008,1,200.0,1767,788,3094,1,2402,0,2402,1,2,0,2,10,2,2008.0,3,672,0,72,0,170,0,0.0,4,1,1,16,1,1,1,555000
92.0,12108,4,1955,1955,1,270.0,133,1307,1440,0,1440,0,1440,0,2,0,4,8,0,0.0,0,0,0,0,0,0,0,0.0,9,1,1,8,1,1,1,118000
52.0,6240,5,1930,1992,1,0.0,0,1078,1078,1,1128,445,1573,0,2,0,3,8,1,1930.0,2,360,0,0,0,0,0,0.0,6,1,1,4,1,1,1,162900
53.0,3922,7,2006,2007,1,72.0,0,1258,1258,1,1258,0,1258,0,2,0,2,6,1,2007.0,3,648,144,16,0,0,0,0.0,6,6,1,1,4,1,1,172500
70.0,8750,7,1994,1995,1,0.0,642,273,915,1,933,975,1908,1,2,1,4,8,1,1994.0,2,493,144,133,0,0,0,0.0,7,1,1,6,1,1,1,210000
73.0,9855,6,1956,1956,1,0.0,0,1436,1436,1,1689,0,1689,0,1,0,3,7,1,1956.0,2,480,0,0,0,0,0,0.0,11,1,1,8,5,2,1,127500
137.0,16492,6,1966,2002,1,0.0,247,557,1517,1,1888,0,1888,0,2,1,2,6,1,1966.0,2,578,0,0,0,0,0,0.0,6,1,2,13,1,2,1,190000
70.04,11214,7,1998,1999,1,0.0,0,930,930,1,956,930,1886,0,2,1,4,10,1,1998.0,2,431,89,0,0,0,0,0.0,7,1,2,9,1,2,1,199900
50.0,8600,6,1937,1950,1,0.0,0,780,780,1,780,596,1376,0,2,0,3,7,1,1937.0,1,198,0,0,0,0,0,0.0,6,1,1,10,1,1,2,119500
50.0,6000,3,1948,2002,1,0.0,331,318,649,1,679,504,1183,0,1,1,2,6,0,1981.0,1,308,0,176,0,0,0,0.0,6,1,1,18,1,1,1,120000
70.0,5684,6,1930,2005,1,0.0,0,813,813,1,813,0,813,0,1,0,2,5,0,1932.0,1,270,0,113,0,0,0,0.0,6,1,1,18,1,1,1,110000
62.0,70761,7,1975,1975,1,0.0,655,878,1533,1,1533,0,1533,1,2,0,2,5,2,1975.0,2,576,200,54,0,0,0,0.0,12,1,2,5,1,1,4,280000
70.04,9303,6,1996,1997,1,42.0,742,130,872,1,888,868,1756,1,2,1,3,7,0,1996.0,2,422,144,122,0,0,0,0.0,7,1,2,24,1,2,1,204000
75.0,9000,8,2008,2008,1,0.0,0,768,768,1,786,804,1590,0,2,1,3,6,0,2008.0,2,676,0,30,0,0,0,0.0,6,1,1,22,1,1,1,210000
63.0,9297,5,1976,1976,1,0.0,1606,122,1728,1,1728,0,1728,2,2,0,4,8,0,1976.0,2,560,0,0,0,0,0,0.0,7,5,1,12,1,1,1,188000
80.0,9600,7,1973,1973,1,320.0,916,326,1242,1,1242,0,1242,0,1,1,3,6,1,1973.0,2,528,0,0,0,0,0,0.0,9,1,1,17,1,1,1,175500
