MSSubClass,MSZoning,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,BsmtFinType1,KitchenQual,Functional,SaleType,SaleCondition,SalePrice
80,6,0,2,1,1,2,1,12,1,8,2,3,1,1,1,146800
60,6,0,2,1,1,6,1,14,1,4,1,3,1,1,1,269790
20,6,0,1,1,1,1,1,22,1,1,6,2,1,4,6,225000
60,6,0,2,1,1,2,1,9,1,4,6,2,1,1,1,194500
60,6,0,1,1,1,1,1,21,1,4,6,3,1,1,1,171000
20,6,0,1,1,1,1,1,20,1,1,6,3,1,1,1,143500
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,2,110000
60,6,0,1,1,1,1,1,16,1,4,6,1,1,4,6,485000
50,6,0,1,1,1,2,1,19,1,2,2,2,1,1,1,175000
60,6,0,2,3,1,1,2,5,1,4,1,2,1,1,1,200000
30,8,0,1,1,1,1,1,10,1,1,5,3,1,1,1,109900
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,189000
60,6,0,1,1,1,1,1,16,1,4,6,1,1,4,6,582933
20,6,0,1,1,1,1,1,13,1,1,5,3,2,1,5,118000
20,6,0,2,1,1,4,1,22,1,1,6,1,1,4,6,227680
80,6,0,1,1,1,1,1,13,1,8,2,3,1,1,1,135500
70,6,0,1,1,1,1,1,4,1,4,1,2,1,1,1,223500
80,6,0,1,1,1,1,1,13,1,8,2,3,1,1,1,159950
75,8,0,1,1,1,2,1,18,1,6,6,3,1,1,1,106000
20,6,0,1,1,1,1,1,17,1,1,2,2,1,1,1,181000
120,8,0,1,1,1,1,1,6,4,1,1,2,1,9,1,144500
20,2,0,1,2,1,1,2,10,1,1,6,4,1,1,4,55993
20,6,0,1,1,1,1,1,13,1,1,4,3,1,5,1,157900
50,6,2,1,1,1,1,1,8,1,2,6,4,1,1,1,116000
20,6,0,3,1,1,6,1,6,1,1,6,2,1,1,1,224900
20,6,0,2,1,1,2,1,13,1,1,3,3,1,1,1,137000
20,6,0,2,1,1,6,1,12,1,1,1,2,1,1,1,271000
80,6,0,1,1,1,1,1,5,1,8,1,3,1,1,1,155000
120,6,0,2,1,1,1,1,16,4,1,1,2,1,4,6,224000
60,6,0,2,1,1,6,1,6,1,4,6,2,1,1,1,183000
20,8,1,1,2,1,1,2,18,2,1,6,3,3,1,1,93000
60,6,0,2,1,1,2,1,9,1,4,6,2,1,1,5,225000
50,6,0,1,1,1,1,1,19,1,2,6,3,1,1,1,139500
20,3,0,1,1,1,1,1,22,1,1,6,2,1,4,6,232600
20,6,0,1,1,1,1,1,16,1,1,1,1,1,4,6,385000
45,8,0,1,1,1,1,1,4,1,3,2,2,1,1,1,109500
20,6,0,2,1,1,1,1,21,1,1,1,2,1,1,1,189000
60,6,0,3,4,1,6,3,5,1,4,5,3,3,1,2,185000
160,3,1,1,1,1,1,1,22,5,4,6,2,1,1,1,147400
20,6,0,2,1,1,2,1,13,1,1,4,3,1,1,1,166000
160,3,1,1,1,1,1,1,22,4,4,6,2,1,1,1,151000
60,6,0,2,1,1,6,1,6,1,4,1,2,1,1,1,237000
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,167000
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,139950
20,6,0,1,1,1,1,1,20,1,1,3,2,3,1,1,128000
30,8,1,1,1,1,1,1,18,1,1,4,3,3,5,1,153500
160,8,0,1,1,1,1,1,3,5,4,3,3,1,1,1,100000
20,6,0,1,1,1,1,1,6,1,1,6,2,1,1,1,144000
50,6,0,1,1,1,1,1,8,1,2,3,3,1,1,1,130500
70,5,0,2,1,1,1,1,19,1,4,3,4,1,1,1,140000
70,8,2,1,1,1,1,1,18,1,4,6,2,1,1,1,157500
80,6,0,1,1,1,1,1,13,1,8,4,3,1,1,1,174900
90,6,0,1,1,1,2,1,13,3,1,6,3,1,1,1,141000
50,8,2,2,1,1,1,1,18,1,2,6,3,1,1,1,153900
85,6,0,2,1,1,6,1,20,1,7,2,3,3,1,1,171000
60,6,0,1,1,1,1,1,21,1,4,2,2,1,1,1,213000
20,6,0,2,1,1,6,1,6,1,1,3,3,1,1,1,133500
50,6,0,3,2,1,1,1,5,1,2,6,3,1,1,1,240000
80,6,0,1,1,1,4,1,25,1,8,6,3,1,1,1,187000
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,131500
120,6,0,1,1,1,1,1,1,4,1,6,2,1,1,1,215000
75,6,0,1,1,1,1,1,7,1,6,4,3,1,1,1,164000
80,6,0,2,1,1,2,1,13,1,8,4,3,1,1,1,158000
20,6,0,1,1,1,1,1,20,1,1,2,3,1,1,2,170000
20,6,0,2,1,1,2,1,20,1,1,2,3,1,1,1,127000
80,6,0,2,4,1,1,2,6,1,8,1,3,1,1,1,147000
60,6,0,1,1,1,1,1,9,1,4,6,3,1,1,1,174000
20,6,0,1,1,1,1,1,17,1,1,6,3,1,1,5,152000
60,6,0,2,1,1,2,1,17,1,4,3,2,1,1,1,250000
50,6,0,1,1,1,2,1,7,1,2,6,2,1,1,1,189950
190,6,0,1,1,1,1,1,20,2,1,3,3,1,1,1,131500
20,6,0,1,1,1,2,1,21,1,1,1,3,1,1,1,152000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,132500
20,3,0,1,1,1,1,1,22,1,1,6,2,1,4,6,250580
20,6,0,2,1,1,1,1,13,1,1,3,3,1,1,1,148500
20,6,0,2,3,1,1,1,24,1,1,6,2,1,4,6,248900
20,6,0,1,1,1,2,1,20,1,1,2,4,1,1,1,129000
60,6,0,3,1,1,2,1,9,1,4,7,3,1,1,1,169000
60,6,0,1,1,1,1,1,21,1,4,1,2,1,1,1,236000
20,6,0,1,1,1,1,1,13,1,1,6,3,1,1,1,109500
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,200500
20,6,0,1,1,1,2,1,13,1,1,6,2,1,1,1,116000
40,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,133000
50,8,0,1,1,1,1,1,18,1,2,6,3,1,1,2,66500
60,3,0,1,1,1,1,1,22,1,4,1,1,1,4,6,303477
20,6,0,1,3,1,1,2,12,1,1,2,3,1,1,1,132250
60,6,0,1,1,1,1,1,16,1,4,1,1,1,1,1,350000
85,6,0,2,1,1,1,1,20,1,7,2,2,3,1,1,148000
20,6,0,2,1,1,6,1,6,1,1,2,3,1,1,1,136500
20,6,0,1,1,1,1,1,8,1,1,2,3,1,1,1,157000
50,6,0,2,1,1,6,1,24,1,2,5,2,1,1,1,187500
60,6,0,2,1,1,2,1,9,1,4,6,3,1,1,1,178000
75,6,0,1,2,1,1,1,19,1,5,6,3,1,1,1,118500
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,100000
120,3,0,2,1,1,6,1,22,4,1,1,2,1,2,2,328900
90,6,0,1,1,1,2,1,13,3,1,5,3,1,1,5,145000
50,6,0,2,1,1,1,1,8,1,2,6,3,1,1,1,135500
20,6,0,2,1,1,1,2,13,1,1,2,2,1,1,1,268000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,149500
50,6,0,1,1,1,2,1,13,1,2,6,3,1,1,1,122900
60,6,0,1,1,1,1,1,20,1,4,5,3,1,1,1,172500
20,6,0,1,1,1,1,1,20,1,1,1,3,1,1,1,154500
20,6,0,1,1,1,1,1,20,1,1,3,3,1,1,1,165000
90,6,0,1,2,1,1,1,21,3,1,7,3,1,1,4,118858
60,6,0,1,1,1,1,1,13,1,4,3,3,1,1,1,140000
30,8,2,1,1,1,1,1,10,1,1,2,3,1,1,2,106500
90,6,0,1,1,1,1,1,21,3,4,7,3,1,1,4,142953
20,6,0,2,1,1,1,1,16,1,1,1,1,1,4,6,611657
20,6,0,1,1,1,1,1,20,1,1,3,3,1,1,1,135000
20,6,0,2,1,1,1,1,13,1,1,2,3,1,1,1,110000
20,6,0,2,1,1,1,1,13,1,1,3,3,1,1,1,153000
60,6,0,1,1,1,1,1,9,1,4,6,2,1,1,1,180000
20,6,0,2,3,1,6,1,9,1,1,6,2,1,4,6,240000
20,6,0,2,1,1,1,1,20,1,1,1,3,1,1,1,125500
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,128000
20,6,0,2,1,1,2,1,22,1,1,1,2,1,1,1,255000
50,6,0,2,1,1,1,1,7,1,2,4,2,1,1,1,250000
20,6,0,2,4,1,1,2,12,1,1,3,3,1,1,1,131000
60,6,0,3,1,1,1,1,9,1,4,6,2,1,1,1,174000
90,6,0,1,1,1,2,1,13,3,4,4,3,1,1,1,154300
20,6,0,2,1,1,6,2,6,1,1,2,2,1,1,1,143500
30,8,0,1,1,1,1,1,4,1,1,4,3,2,1,2,88000
90,5,0,1,3,1,1,1,7,3,4,3,3,1,1,1,145000
160,3,1,1,1,1,1,1,22,4,4,1,2,1,4,6,173733
160,8,0,1,1,1,1,1,11,5,4,6,3,1,1,1,75000
20,2,0,1,1,1,1,1,10,1,1,3,3,1,1,2,35311
20,6,0,1,1,1,1,1,8,1,1,2,3,1,1,1,135000
60,6,0,2,1,1,2,1,21,1,4,3,2,1,1,1,238000
20,6,0,2,1,1,2,1,13,1,1,2,3,2,1,1,176500
60,6,0,2,1,1,1,1,21,1,4,1,2,1,1,1,201000
90,6,0,1,1,1,1,1,8,3,2,2,3,1,1,1,145900
20,6,0,1,1,1,1,1,9,1,1,1,2,1,4,6,169990
120,6,0,1,1,1,1,1,21,4,1,5,2,1,1,1,193000
20,6,0,1,1,1,1,1,17,1,1,3,3,1,1,1,207500
20,6,0,2,1,1,2,1,17,1,1,2,1,1,1,2,175000
60,6,0,1,1,1,1,1,16,1,4,6,1,1,1,1,285000
60,6,0,1,1,1,1,1,17,1,4,3,3,1,1,1,176000
20,6,0,1,1,1,1,1,6,1,1,6,1,1,1,1,236500
60,6,0,2,1,1,2,1,9,1,4,6,2,1,1,1,222000
20,6,0,2,3,1,1,1,24,1,1,1,2,1,1,1,201000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,117500
20,6,0,2,1,1,2,1,22,1,1,6,1,1,1,1,320000
20,6,0,1,1,1,4,1,6,1,1,1,2,1,1,1,190000
20,6,0,3,3,1,1,2,13,1,1,1,2,1,1,1,242000
30,6,0,2,1,1,1,1,4,1,1,6,3,1,1,1,79900
20,6,0,1,1,1,1,1,21,1,1,1,2,1,1,1,184900
60,6,0,1,1,1,1,1,22,1,4,1,2,1,1,1,253000
60,6,0,1,1,1,1,1,6,1,4,1,2,1,4,6,239799
70,6,0,1,1,1,1,1,5,1,4,6,3,1,5,1,244400
90,6,0,2,1,1,1,1,12,3,1,4,3,1,1,1,150900
60,6,0,2,1,1,4,1,9,1,4,2,2,1,1,1,214000
90,6,0,2,1,1,1,1,8,3,1,1,3,1,10,2,150000
90,6,0,1,4,1,1,1,12,3,1,6,3,1,1,1,143000
20,6,0,2,1,3,6,1,24,1,8,1,2,1,5,2,137500
50,8,0,1,1,1,2,1,18,1,2,5,3,1,1,1,124900
80,6,0,1,1,1,1,1,13,1,8,2,3,1,1,1,143000
20,6,0,1,1,1,1,1,24,1,1,1,2,1,1,1,270000
60,6,0,2,1,1,1,1,6,1,4,6,2,1,1,1,192500
20,6,0,1,1,1,1,1,17,1,1,2,2,1,1,1,197500
20,6,0,1,1,1,1,1,13,1,1,2,2,1,1,1,129000
20,5,0,1,1,1,2,1,21,1,1,3,3,1,1,2,119900
85,6,0,1,1,1,1,1,6,1,7,1,3,1,1,1,133900
60,6,0,2,1,1,1,2,12,1,4,2,3,3,1,1,172000
90,6,0,2,1,1,6,1,8,3,7,1,3,1,1,3,127500
90,5,0,2,3,1,1,1,7,3,4,4,3,1,1,1,145000
160,8,0,1,1,1,1,1,2,4,4,2,3,1,1,1,124000
20,6,0,1,1,1,1,1,20,1,1,4,3,1,1,1,132000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,185000
160,3,0,1,1,1,4,1,22,5,4,2,2,1,1,1,155000
20,6,0,2,1,1,1,1,4,1,1,3,3,1,1,1,116500
60,6,0,2,1,1,2,1,17,1,4,2,3,1,1,1,272000
160,6,0,1,1,1,2,1,15,4,4,2,2,1,1,1,155000
20,6,0,2,1,1,2,1,6,1,1,6,1,1,1,1,239000
60,6,0,1,1,1,2,1,24,1,4,1,2,1,1,1,214900
60,6,0,1,1,1,1,1,9,1,4,6,2,1,4,6,178900
50,6,0,2,3,1,1,1,7,1,2,4,3,3,1,1,160000
20,6,0,2,1,1,1,1,13,1,1,2,3,1,1,1,135000
50,8,0,1,1,1,1,1,18,1,2,6,3,1,1,2,37900
190,6,0,1,1,1,1,1,13,2,8,2,3,1,9,1,140000
50,6,0,1,1,1,1,1,13,1,2,6,3,1,1,2,135000
160,6,0,1,1,1,1,1,16,5,4,1,2,1,1,1,173000
120,6,0,1,1,1,1,1,21,4,1,6,3,1,1,1,99500
20,3,0,1,1,1,2,1,22,1,1,6,2,1,4,6,182000
70,6,0,2,1,1,2,1,4,1,4,6,2,1,1,1,167500
160,3,0,1,1,1,4,1,22,5,4,1,2,1,1,1,165000
30,6,0,2,2,1,1,1,4,1,1,6,4,1,1,1,85500
120,3,1,2,1,1,1,1,22,4,1,1,2,1,4,6,199900
20,6,0,1,2,1,1,2,8,1,1,5,3,1,1,2,110000
20,6,0,1,1,1,2,1,20,1,1,4,3,1,1,1,139000
85,6,0,2,1,1,2,1,13,1,7,2,1,1,1,1,178400
60,6,0,2,1,1,2,1,14,1,4,1,2,1,1,1,336000
20,6,0,1,1,1,1,1,1,1,1,6,2,1,1,1,159895
60,6,0,1,1,1,2,1,6,1,4,6,2,1,1,1,255900
90,6,0,1,1,1,1,1,12,3,2,7,2,1,5,1,126000
190,6,0,1,1,1,1,1,8,2,1,2,3,1,9,1,125000
50,8,0,1,1,1,2,1,18,1,2,6,2,1,1,1,117000
20,6,0,2,1,1,1,1,16,1,1,1,1,1,4,6,395192
60,6,0,2,1,1,1,1,17,1,4,5,2,1,1,1,195000
60,3,0,1,1,1,1,1,22,1,4,6,2,1,4,6,197000
60,6,0,1,1,1,1,1,14,1,4,1,2,1,1,1,348000
70,8,2,1,1,1,2,1,18,1,4,3,2,1,1,1,168000
60,6,0,1,1,1,1,2,13,1,4,3,2,1,1,1,187000
60,6,0,1,1,1,1,1,6,1,4,6,2,1,4,6,173900
20,6,0,1,1,1,4,1,16,1,1,1,1,1,1,1,337500
50,6,0,2,1,1,1,2,4,1,2,2,3,1,1,2,121600
20,6,0,2,1,1,1,1,13,1,1,4,3,1,5,1,136500
20,6,0,2,1,1,1,1,17,1,1,6,3,1,1,1,185000
30,8,0,1,1,1,1,1,10,1,1,6,3,1,1,1,91000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,206000
20,6,0,1,1,1,2,1,8,1,1,7,4,2,1,1,82000
30,6,0,1,1,1,2,1,18,1,1,6,1,1,1,2,86000
20,6,0,2,1,1,1,1,22,1,1,1,2,1,1,1,232000
90,6,0,2,1,1,2,1,17,3,1,6,3,1,1,1,136905
120,6,0,1,1,1,1,1,1,4,1,1,2,1,1,1,181000
80,6,0,1,1,1,1,1,6,1,8,1,3,1,1,1,149900
20,6,0,4,1,1,1,1,13,1,1,5,3,1,1,1,163500
160,8,0,1,1,1,1,1,11,4,4,3,3,1,1,1,88000
20,6,0,2,1,1,6,1,12,1,1,6,2,1,1,1,240000
50,6,0,1,1,1,1,1,19,1,2,6,3,1,1,1,102000
50,6,0,1,1,1,1,1,20,1,2,6,3,1,1,1,135000
90,6,0,1,1,1,1,1,8,3,1,7,3,1,1,1,100000
70,6,0,1,1,1,1,1,7,1,4,6,2,1,1,1,165000
30,8,0,1,1,1,1,1,18,1,1,2,3,6,1,1,85000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,119200
60,6,0,1,1,1,1,1,17,1,4,1,2,1,1,1,227000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,203000
120,6,0,2,1,1,6,1,23,4,1,1,2,1,5,2,187500
80,6,0,2,1,1,4,1,9,1,8,6,2,1,1,1,160000
120,6,0,1,1,1,1,1,1,4,1,1,2,1,1,1,213490
20,6,0,1,1,1,1,1,8,1,1,1,2,1,1,1,176000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,4,6,194000
50,8,0,1,1,1,1,1,18,1,2,5,3,1,1,1,87000
120,6,0,1,1,1,1,1,1,4,1,1,2,1,1,1,191000
20,6,0,2,1,1,2,1,24,1,1,2,2,1,5,2,287000
20,6,0,1,1,1,2,1,6,1,1,5,3,1,1,1,112500
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,167500
20,6,0,2,3,1,1,1,24,1,1,1,2,1,4,6,293077
50,6,0,1,1,1,1,1,13,1,2,4,3,1,1,1,105000
160,8,0,1,1,1,1,1,3,5,4,3,3,1,1,1,118000
190,5,0,1,1,1,1,1,19,2,4,6,3,1,1,1,160000
75,6,0,1,1,1,2,1,19,1,5,1,3,1,1,1,197000
60,6,0,2,1,1,2,1,14,1,4,1,2,1,1,2,310000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,230000
30,6,0,1,2,1,1,1,7,1,1,6,4,1,1,1,119750
20,6,0,2,1,1,6,1,8,1,1,7,3,1,1,1,84000
20,6,0,2,3,1,1,1,24,1,1,1,1,1,1,1,315500
60,6,0,1,1,1,1,1,6,1,4,6,2,1,1,1,287000
160,8,0,1,1,1,1,1,11,5,4,6,3,1,1,1,97000
180,8,0,1,1,1,1,1,11,4,7,1,3,1,1,1,80000
20,6,0,1,1,1,2,1,20,1,1,4,3,5,1,1,155000
60,6,0,1,1,1,1,1,17,1,4,1,2,1,1,1,173000
120,6,0,2,1,1,1,1,16,5,1,2,2,1,1,1,196000
60,6,0,1,1,1,1,1,21,1,4,1,2,1,1,1,262280
20,6,0,1,1,1,1,1,17,1,1,2,2,1,1,1,278000
20,6,0,2,1,1,6,1,8,1,1,7,3,3,1,1,139600
60,6,0,2,1,1,1,1,23,1,4,1,1,1,4,6,556581
20,6,0,3,1,1,1,1,6,1,1,1,3,1,1,1,145000
20,6,0,1,1,1,1,1,12,1,1,7,3,2,1,1,115000
20,6,0,1,4,1,1,1,8,1,1,7,2,1,1,2,84900
20,6,0,2,1,1,1,1,9,1,1,6,2,1,4,6,176485
20,6,0,2,1,1,2,1,6,1,1,6,2,1,4,6,200141
60,6,0,1,1,1,2,1,13,1,4,4,3,1,1,1,165000
20,6,0,1,1,1,1,2,8,1,1,4,3,3,1,1,144500
60,6,0,1,1,1,2,1,6,1,4,1,2,1,1,1,255000
20,6,0,1,1,1,1,1,17,1,1,2,3,1,5,2,180000
120,6,0,2,1,1,1,1,16,4,1,1,2,1,1,1,185850
60,6,0,3,1,1,4,1,14,1,4,1,2,1,1,1,248000
60,6,0,2,1,1,1,1,16,1,4,1,1,1,1,1,335000
50,6,0,2,3,1,2,2,7,1,2,4,3,1,1,1,220000
120,6,0,1,1,1,1,1,23,4,1,1,2,1,1,1,213500
30,2,0,1,4,1,1,1,10,1,1,6,3,1,9,1,81000
190,8,2,1,1,1,1,1,18,2,4,6,3,3,1,1,90000
30,8,0,1,1,1,1,1,18,1,1,3,2,1,1,1,110500
20,6,0,2,1,1,6,1,13,1,1,3,3,1,1,1,154000
60,6,0,1,1,1,1,2,5,1,4,1,2,1,1,1,328000
60,6,0,2,1,1,1,1,9,1,4,6,3,1,1,1,178000
60,6,0,1,1,1,1,2,13,1,4,1,3,1,1,1,167900
160,8,0,1,1,1,1,1,11,4,4,2,3,5,1,1,151400
45,6,0,1,1,1,1,1,13,1,3,2,2,1,1,1,135000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,135000
60,6,0,1,1,1,1,1,17,1,4,4,3,1,1,1,154000
50,6,0,1,1,1,1,1,8,1,2,6,3,1,1,1,91500
60,6,0,2,2,1,2,1,8,1,4,3,3,1,1,1,159500
20,6,0,1,1,1,1,1,6,1,1,6,2,1,1,1,194000
70,6,0,1,1,1,1,1,7,1,4,3,3,1,2,1,219500
50,6,2,1,1,1,1,1,18,1,2,2,2,2,1,1,170000
20,6,0,2,1,1,2,1,13,1,1,3,3,1,1,2,138800
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,155900
20,6,0,1,1,1,1,1,6,1,1,1,3,1,1,1,126000
20,6,0,1,1,1,1,1,17,1,1,2,2,1,5,2,145000
20,6,0,1,1,1,2,1,20,1,1,2,3,1,1,1,133000
20,6,0,1,1,1,1,1,6,1,1,6,2,1,1,1,192000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,160000
60,6,0,3,1,1,2,1,9,1,4,2,3,1,1,1,187500
85,6,0,1,1,1,1,1,21,1,7,1,2,1,1,1,147000
160,8,0,1,1,1,1,1,11,4,4,3,3,1,1,1,83500
60,3,0,1,1,1,1,1,22,1,4,6,2,1,1,1,252000
160,8,0,1,1,1,1,1,8,5,4,6,2,5,1,1,137500
120,3,1,2,1,1,1,1,22,4,1,1,2,1,1,1,197000
90,6,0,1,1,1,2,1,13,3,1,7,3,1,1,1,92900
160,3,1,1,1,1,1,1,22,5,4,3,2,1,1,1,160000
50,6,0,1,2,1,1,1,19,1,2,4,3,1,1,1,136500
20,6,0,1,1,1,2,1,13,1,1,1,2,1,1,1,146000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,129000
20,6,0,2,1,1,1,1,6,1,1,1,2,1,1,1,176432
70,8,0,1,1,1,1,1,10,1,4,6,2,1,1,1,127000
120,6,0,1,1,1,1,1,23,4,1,6,2,1,1,1,170000
50,8,0,1,1,1,1,1,4,1,2,3,3,1,1,1,128000
20,6,0,2,1,1,1,1,17,1,1,2,3,1,5,2,157000
30,6,0,1,2,1,1,1,19,1,1,4,4,1,1,1,60000
20,6,0,2,1,1,1,1,13,1,1,3,3,1,1,1,119500
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,5,135000
20,6,0,1,1,1,2,1,13,1,1,2,3,1,1,1,159500
160,8,0,1,1,1,1,1,3,4,4,6,3,1,1,1,106000
60,6,0,2,1,1,2,1,14,1,4,1,2,1,1,1,325000
20,6,0,2,1,1,2,1,21,1,1,1,2,1,1,1,179900
60,6,0,4,3,1,6,1,9,1,4,6,2,1,4,6,274725
60,6,0,1,1,1,1,1,9,1,4,6,3,1,1,2,181000
20,6,0,2,1,1,1,1,16,1,1,1,2,1,1,1,280000
60,6,0,1,1,1,1,1,9,1,4,1,3,1,1,1,188000
60,6,0,1,1,1,1,1,17,1,4,2,3,1,1,1,205000
20,6,0,2,1,1,2,1,13,1,1,1,3,1,1,1,129900
20,6,0,1,1,1,1,1,13,1,1,3,2,1,1,1,134500
20,6,0,1,1,1,1,1,18,1,1,4,2,1,1,1,117000
20,6,0,1,1,1,1,1,16,1,1,1,1,1,4,6,318000
80,6,0,1,1,1,1,1,9,1,8,1,2,1,1,1,184100
20,6,0,2,1,1,4,1,20,1,1,3,2,1,1,1,130000
80,6,0,1,1,1,1,1,20,1,8,6,3,3,1,1,140000
20,6,0,1,1,1,1,1,13,1,1,5,3,1,1,1,133700
30,8,0,1,2,1,1,2,10,1,1,6,3,1,1,1,118400
20,6,0,1,1,1,1,1,6,1,1,1,2,1,4,6,212900
20,6,0,2,1,1,2,1,8,1,1,6,3,1,5,2,112000
20,6,0,1,1,1,1,1,8,1,1,6,3,1,1,1,118000
80,6,0,2,1,1,1,1,9,1,8,6,2,1,1,1,163900
20,6,0,1,1,1,1,1,13,1,1,6,4,1,1,1,115000
120,6,0,1,1,1,1,1,1,4,1,6,2,1,1,1,174000
20,6,0,4,1,1,2,1,9,1,1,1,2,1,1,5,259000
60,6,0,2,1,1,1,1,9,1,4,6,2,1,1,1,215000
90,8,2,1,1,1,1,1,18,3,7,1,3,1,1,1,140000
50,6,0,1,1,1,1,1,19,1,2,3,2,3,1,1,135000
20,6,0,1,1,1,1,1,12,1,1,3,3,1,10,2,93500
70,8,0,1,1,1,1,1,18,1,4,6,4,1,1,1,117500
60,6,0,2,1,1,1,1,21,1,4,1,2,1,1,1,239500
60,6,0,2,3,1,1,1,9,1,4,6,3,1,1,1,169000
30,8,0,1,1,1,2,1,4,1,1,6,3,1,1,1,102000
50,6,0,1,1,1,1,1,13,1,2,3,3,1,1,2,119000
50,6,0,1,1,1,1,1,20,1,2,6,3,1,1,1,94000
20,6,0,2,1,1,1,2,12,1,1,2,2,1,1,1,196000
30,6,0,2,1,1,1,1,4,1,1,3,3,5,1,1,144000
20,6,0,1,1,1,2,1,13,1,1,2,3,1,5,2,139000
60,6,0,2,1,1,6,1,17,1,4,2,2,1,1,1,197500
60,6,0,1,1,1,1,1,6,1,4,1,2,1,4,6,424870
20,6,0,1,1,1,1,1,20,1,1,1,3,1,1,1,80000
190,6,0,1,1,1,1,1,8,2,2,3,4,1,1,1,80000
50,8,0,1,1,1,1,1,4,1,2,6,3,1,1,5,149000
20,6,0,1,1,1,1,1,21,1,1,1,2,1,1,1,180000
70,6,0,1,2,1,1,1,7,1,4,4,4,1,1,1,174500
50,8,0,1,1,1,1,1,18,1,2,6,3,1,1,1,116900
70,8,0,1,1,1,1,1,18,1,4,2,3,1,1,1,143000
20,6,0,2,1,1,1,1,13,1,1,6,2,1,1,1,124000
20,6,0,1,1,1,1,1,8,1,1,3,4,1,1,1,149900
20,6,0,2,1,1,1,1,7,1,1,2,1,1,1,2,230000
30,8,0,1,1,1,2,1,10,1,1,2,3,1,1,1,120500
60,6,0,2,1,1,1,1,13,1,4,2,2,1,1,1,201800
20,6,0,2,1,1,2,1,25,1,1,2,2,1,1,1,218000
80,6,0,1,1,1,1,1,13,1,8,2,2,1,1,1,179900
120,6,0,2,1,1,1,1,16,5,1,1,2,1,1,1,230000
20,6,0,1,1,1,4,1,22,1,1,6,2,1,9,6,235128
60,6,0,1,1,1,1,1,17,1,4,2,2,1,1,1,185000
160,6,0,1,1,1,1,1,15,5,4,2,3,1,1,1,146000
20,6,0,2,4,1,6,1,7,1,1,3,2,1,1,1,224000
20,6,0,1,1,1,1,1,20,1,1,3,3,1,1,1,129000
90,6,0,1,1,1,1,1,20,3,7,1,3,1,1,4,108959
80,6,0,2,1,1,4,1,25,1,8,2,2,1,1,1,194000
20,6,0,2,1,1,1,1,16,1,1,6,2,1,4,6,233170
20,6,0,2,1,1,2,1,6,1,1,6,2,1,1,1,245350
60,6,0,2,1,1,1,1,9,1,4,1,3,1,1,1,173000
70,6,0,1,1,1,2,1,8,1,4,4,2,1,1,1,235000
60,6,0,2,1,1,6,1,14,1,4,1,2,1,1,1,625000
80,6,0,1,1,1,1,1,12,1,8,2,3,1,1,1,171000
20,6,0,1,1,1,1,1,13,1,1,2,3,1,1,1,163000
160,3,1,2,1,1,1,1,22,4,4,6,2,1,1,1,171900
50,6,0,2,2,1,1,1,5,1,2,4,1,5,1,1,200500
70,6,0,2,1,1,1,1,7,1,4,4,3,1,1,1,239000
50,6,0,1,1,1,1,1,14,1,2,1,2,1,1,1,285000
20,6,0,2,1,1,6,1,12,1,1,2,3,1,1,1,119500
50,8,2,1,2,1,1,1,18,1,2,4,3,1,1,1,115000
50,6,0,2,1,1,4,1,7,1,2,6,3,1,1,1,154900
20,6,0,1,1,1,2,1,8,1,1,7,3,3,1,1,93000
60,6,0,3,1,1,2,1,24,1,4,5,3,1,1,1,250000
120,8,0,2,3,1,1,2,7,4,1,1,2,1,4,6,392500
60,6,0,2,1,1,2,1,14,1,4,1,1,1,1,2,745000
30,6,2,1,1,1,1,1,18,1,1,4,3,1,1,1,120000
20,6,0,1,1,1,1,2,24,1,1,4,3,1,1,1,186700
50,6,0,1,1,1,1,1,8,1,2,3,3,1,1,1,104900
190,6,0,2,2,1,2,2,18,2,4,3,3,1,1,2,95000
20,6,0,1,1,1,2,1,14,1,1,1,2,1,1,1,262000
